0, 0.0
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 0.0
13, 0.0
14, 0.0
15, 0.0
16, 0.0
17, 0.0
18, 0.0
19, 0.0
18, 0.0116
19, 0.0256
19, 0.033
13, 0.036
3, 0.0379
0, 0.0401
19, 0.0455
2, 0.0488
0, 0.0494
10, 0.0536
8, 0.054
4, 0.0542
16, 0.0586
4, 0.06
7, 0.0644
4, 0.0744
5, 0.0753
2, 0.0759
0, 0.0773
18, 0.0782
15, 0.0786
7, 0.08
3, 0.0838
17, 0.0856
7, 0.0866
16, 0.087
12, 0.0877
10, 0.0878
13, 0.0912
9, 0.0998
8, 0.0999
4, 0.1031
6, 0.1062
8, 0.1139
1, 0.1141
0, 0.1153
10, 0.1184
19, 0.1184
13, 0.1196
3, 0.1225
17, 0.1228
14, 0.1286
2, 0.1349
11, 0.1369
15, 0.1369
1, 0.1374
5, 0.1392
17, 0.1398
8, 0.1453
5, 0.1465
14, 0.1466
6, 0.149
5, 0.1546
6, 0.1553
11, 0.1556
9, 0.1579
9, 0.1635
13, 0.1647
12, 0.1681
15, 0.1719
17, 0.1722
2, 0.173
6, 0.1747
16, 0.1768
14, 0.1776
9, 0.1824
3, 0.1839
5, 0.1849
11, 0.1867
2, 0.1886
6, 0.1891
4, 0.1902
12, 0.1908
13, 0.1952
19, 0.2021
18, 0.2025
14, 0.2027
7, 0.2034
4, 0.2068
4, 0.2135
2, 0.2158
3, 0.2175
8, 0.22
0, 0.2224
12, 0.2227
1, 0.2241
14, 0.2267
13, 0.227
15, 0.2271
8, 0.2321
15, 0.2333
13, 0.234
1, 0.237
11, 0.2377
4, 0.2403
9, 0.2419
12, 0.2457
18, 0.2475
12, 0.2491
7, 0.2518
17, 0.2576
12, 0.2583
1, 0.2588
18, 0.2588
9, 0.2608
2, 0.2647
6, 0.2688
12, 0.27
9, 0.2707
5, 0.2726
1, 0.2736
0, 0.2741
2, 0.2762
15, 0.2796
6, 0.2823
3, 0.2827
2, 0.2891
9, 0.2895
10, 0.2899
15, 0.291
18, 0.2943
10, 0.2964
15, 0.3001
5, 0.3017
4, 0.3021
13, 0.3079
16, 0.3082
17, 0.3082
8, 0.31
11, 0.31
12, 0.3153
5, 0.3161
7, 0.3174
15, 0.3232
2, 0.3233
19, 0.3257
5, 0.3259
3, 0.328
10, 0.3297
16, 0.3307
9, 0.3356
4, 0.3375
5, 0.3377
10, 0.3394
19, 0.3407
11, 0.3408
13, 0.3414
14, 0.3456
17, 0.3476
11, 0.3483
13, 0.3484
10, 0.351
5, 0.3566
1, 0.3625
7, 0.3634
13, 0.3644
8, 0.3652
17, 0.3663
10, 0.3712
4, 0.373
15, 0.3767
11, 0.377
1, 0.3776
17, 0.3815
19, 0.3817
5, 0.3835
12, 0.3838
13, 0.3898
1, 0.3916
10, 0.3936
16, 0.3942
7, 0.3956
1, 0.3982
9, 0.4043
18, 0.4059
5, 0.4084
10, 0.4085
16, 0.4086
19, 0.4131
17, 0.4141
12, 0.4172
15, 0.4223
2, 0.4249
18, 0.4259
8, 0.4275
19, 0.4278
1, 0.4286
13, 0.43
9, 0.4305
12, 0.4389
15, 0.4413
0, 0.4427
15, 0.4462
18, 0.4476
19, 0.4491
14, 0.4508
6, 0.4516
7, 0.4561
19, 0.4568
11, 0.4602
14, 0.4651
2, 0.4661
6, 0.4664
16, 0.4673
0, 0.468
8, 0.4695
10, 0.4718
7, 0.4745
17, 0.4826
8, 0.4846
11, 0.4864
9, 0.4877
12, 0.4878
6, 0.49
10, 0.4902
14, 0.4957
1, 0.4983
8, 0.4993
2, 0.4995
3, 0.4999
14, 0.5023
18, 0.5082
3, 0.5086
2, 0.5102
16, 0.5136
2, 0.5146
11, 0.5178
17, 0.5188
5, 0.5202
1, 0.5218
2, 0.5249
18, 0.5252
13, 0.5259
15, 0.5294
7, 0.5307
15, 0.5331
16, 0.5332
12, 0.5386
1, 0.5411
8, 0.5423
18, 0.5423
0, 0.5432
2, 0.5457
6, 0.5465
8, 0.5485
16, 0.5525
3, 0.5567
16, 0.5567
17, 0.5575
9, 0.5651
3, 0.5653
0, 0.5655
4, 0.566
8, 0.5668
9, 0.5721
5, 0.5738
16, 0.5768
7, 0.5775
15, 0.5784
2, 0.58
19, 0.5812
18, 0.5813
5, 0.5898
19, 0.5936
9, 0.594
7, 0.5972
10, 0.5982
9, 0.6036
11, 0.6038
7, 0.6053
2, 0.6062
18, 0.6066
16, 0.6068
19, 0.6076
5, 0.608
2, 0.6136
19, 0.6194
16, 0.6203
5, 0.6227
0, 0.6229
12, 0.6255
11, 0.6282
3, 0.6329
18, 0.6372
10, 0.6375
17, 0.6392
1, 0.6407
8, 0.645
13, 0.6451
1, 0.6474
17, 0.6491
7, 0.6518
3, 0.6559
10, 0.6559
18, 0.6582
11, 0.6624
18, 0.6628
10, 0.6653
13, 0.6653
5, 0.6706
13, 0.6706
19, 0.6706
3, 0.6737
6, 0.6767
5, 0.6772
13, 0.6806
15, 0.6823
18, 0.6857
17, 0.6865
11, 0.6886
4, 0.6891
13, 0.6944
4, 0.6983
14, 0.6994
10, 0.6999
16, 0.7008
5, 0.7012
6, 0.7088
16, 0.712
15, 0.7138
13, 0.7151
1, 0.7157
11, 0.7189
9, 0.7208
1, 0.7258
13, 0.7266
0, 0.7325
7, 0.7325
19, 0.734
8, 0.7345
5, 0.7366
13, 0.7371
8, 0.739
17, 0.7397
4, 0.7456
19, 0.7469
14, 0.7472
11, 0.7477
6, 0.7538
5, 0.7541
19, 0.7564
17, 0.7565
1, 0.7588
14, 0.7593
10, 0.7604
14, 0.7703
15, 0.7705
4, 0.7714
19, 0.7723
13, 0.775
7, 0.7774
16, 0.7808
2, 0.7821
4, 0.784
17, 0.7848
10, 0.7863
7, 0.7897
18, 0.791
19, 0.7941
11, 0.7949
7, 0.7951
17, 0.7989
2, 0.8
5, 0.8012
11, 0.808
1, 0.8093
14, 0.8109
18, 0.8125
5, 0.814
15, 0.8155
1, 0.8164
18, 0.819
9, 0.8194
13, 0.8196
14, 0.8196
11, 0.8262
13, 0.8268
18, 0.8293
10, 0.8334
6, 0.836
1, 0.8382
11, 0.8409
6, 0.8412
16, 0.8435
15, 0.8466
8, 0.848
17, 0.8494
12, 0.851
9, 0.8518
7, 0.8533
4, 0.8557
6, 0.8558
16, 0.8607
19, 0.8612
1, 0.8652
2, 0.8691
10, 0.8705
5, 0.8711
16, 0.8719
13, 0.8724
11, 0.8771
0, 0.8785
7, 0.8813
9, 0.885
10, 0.8851
8, 0.8869
15, 0.887
19, 0.888
3, 0.8924
6, 0.8924
2, 0.896
11, 0.8979
7, 0.9005
14, 0.9024
19, 0.9033
7, 0.9089
11, 0.9092
9, 0.9123
