0, 0.0
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 0.0
13, 0.0
14, 0.0
15, 0.0
16, 0.0
17, 0.0
18, 0.0
19, 0.0
20, 0.0
21, 0.0
22, 0.0
23, 0.0
24, 0.0
25, 0.0
26, 0.0
27, 0.0
28, 0.0
29, 0.0
30, 0.0
31, 0.0
32, 0.0
33, 0.0
34, 0.0
35, 0.0
36, 0.0
37, 0.0
38, 0.0
39, 0.0
40, 0.0
41, 0.0
42, 0.0
43, 0.0
44, 0.0
45, 0.0
46, 0.0
47, 0.0
48, 0.0
49, 0.0
50, 0.0
51, 0.0
52, 0.0
53, 0.0
54, 0.0
55, 0.0
56, 0.0
57, 0.0
58, 0.0
59, 0.0
60, 0.0
61, 0.0
62, 0.0
63, 0.0
64, 0.0
65, 0.0
66, 0.0
67, 0.0
68, 0.0
69, 0.0
70, 0.0
71, 0.0
72, 0.0
73, 0.0
74, 0.0
75, 0.0
76, 0.0
77, 0.0
78, 0.0
79, 0.0
15, 0.0239
33, 0.0262
0, 0.0274
5, 0.0318
78, 0.0332
17, 0.034
77, 0.0356
36, 0.0362
18, 0.0392
8, 0.0399
20, 0.0399
7, 0.0464
15, 0.0484
64, 0.0492
70, 0.0492
6, 0.0499
38, 0.0501
78, 0.0525
19, 0.0592
42, 0.0644
22, 0.0675
68, 0.0725
33, 0.075
75, 0.0778
12, 0.078
9, 0.0799
31, 0.0807
44, 0.0814
32, 0.0828
26, 0.0846
14, 0.09
0, 0.0931
24, 0.0946
30, 0.0954
51, 0.0958
4, 0.0963
25, 0.097
67, 0.0971
41, 0.0973
36, 0.0979
73, 0.098
1, 0.0987
79, 0.0988
55, 0.1001
16, 0.1053
47, 0.1061
22, 0.1078
10, 0.1089
70, 0.1105
14, 0.1193
39, 0.1209
23, 0.1239
71, 0.1298
60, 0.1302
15, 0.1312
3, 0.1314
27, 0.1349
48, 0.1382
18, 0.1389
54, 0.1411
28, 0.1417
40, 0.1451
3, 0.1467
17, 0.147
50, 0.147
73, 0.1492
79, 0.1589
9, 0.1593
12, 0.1593
11, 0.1618
42, 0.1678
16, 0.1696
39, 0.1702
61, 0.1707
47, 0.1757
77, 0.1759
35, 0.1766
46, 0.1785
1, 0.181
30, 0.1815
51, 0.1849
62, 0.1851
2, 0.1876
74, 0.1881
19, 0.1898
65, 0.19
5, 0.1901
63, 0.1919
31, 0.1921
42, 0.1949
59, 0.1954
24, 0.1961
36, 0.2061
55, 0.2075
0, 0.2124
24, 0.2183
75, 0.2199
20, 0.2214
41, 0.2225
46, 0.2226
13, 0.2232
44, 0.2238
61, 0.245
69, 0.2595
48, 0.2619
1, 0.2637
8, 0.2732
32, 0.2746
2, 0.2795
33, 0.2816
30, 0.2817
53, 0.2904
19, 0.2995
46, 0.3149
64, 0.3195
30, 0.3207
18, 0.3232
67, 0.3278
69, 0.3293
36, 0.3349
59, 0.3376
38, 0.3416
48, 0.3587
45, 0.3589
10, 0.3682
37, 0.3708
4, 0.3747
3, 0.379
7, 0.3828
0, 0.3864
17, 0.3887
6, 0.3909
69, 0.3915
48, 0.3928
59, 0.3975
77, 0.4271
14, 0.4346
61, 0.442
3, 0.4693
68, 0.4777
67, 0.4802
10, 0.4824
65, 0.4861
17, 0.4916
54, 0.5041
33, 0.5236
44, 0.5283
35, 0.5305
1, 0.5553
22, 0.56
63, 0.5601
18, 0.5774
71, 0.5781
8, 0.5784
61, 0.5821
11, 0.6112
76, 0.6116
62, 0.6127
71, 0.6314
14, 0.6374
67, 0.6572
42, 0.6616
75, 0.6846
55, 0.6981
69, 0.7
2, 0.7099
66, 0.7159
31, 0.7221
9, 0.731
74, 0.7745
52, 0.8666
41, 0.9032
43, 0.9076
38, 0.928
2, 0.9743
51, 0.9879
8, 1.0155
19, 1.031
69, 1.2285
26, 1.2852
17, 1.3191
14, 1.329
9, 1.3461
15, 1.3674
41, 1.3724
44, 1.3738
13, 1.4006
26, 1.4493
34, 1.458
23, 1.4592
18, 1.4648
14, 1.4796
76, 1.4812
24, 1.5016
33, 1.5196
6, 1.5277
73, 1.5517
24, 1.5555
10, 1.5905
26, 1.6019
3, 1.6124
39, 1.6229
73, 1.6293
44, 1.6431
20, 1.6617
30, 1.6753
7, 1.7065
71, 1.7189
62, 1.7249
59, 1.7337
71, 1.7866
51, 1.7948
37, 1.8288
40, 1.8354
23, 1.8712
33, 1.8883
37, 1.9035
50, 1.9477
2, 1.9609
3, 1.9666
5, 1.9857
15, 1.9861
13, 1.9936
69, 2.0059
64, 2.015
43, 2.0363
2, 2.0497
38, 2.0757
3, 2.0821
39, 2.0989
29, 2.1117
79, 2.2852
10, 2.304
52, 2.3402
70, 2.371
57, 2.4036
59, 2.4298
53, 2.4491
4, 2.4584
51, 2.4768
32, 2.477
27, 2.485
78, 2.4916
29, 2.4979
6, 2.5063
70, 2.5262
76, 2.5339
16, 2.5622
6, 2.5892
14, 2.6133
12, 2.6581
18, 2.6596
54, 2.6682
48, 2.7024
23, 2.7912
79, 2.8189
2, 2.8669
35, 2.8755
51, 2.8872
44, 2.8916
56, 2.9177
70, 2.9889
72, 2.9994
78, 3.0209
62, 3.0373
58, 3.0529
42, 3.0654
77, 3.0742
69, 3.0867
6, 3.092
31, 3.1089
59, 3.1593
55, 3.1597
53, 3.1683
27, 3.2232
43, 3.2328
13, 3.2938
26, 3.2948
39, 3.3271
58, 3.36
31, 3.3828
56, 3.3862
44, 3.3864
33, 3.4084
75, 3.4362
23, 3.5299
72, 3.554
39, 3.5811
49, 3.5929
63, 3.609
5, 3.6375
25, 3.6419
64, 3.6454
4, 3.6597
47, 3.7859
52, 3.7949
53, 3.8567
39, 3.8615
57, 3.8733
70, 3.8855
46, 3.9467
0, 3.9947
20, 4.0096
1, 4.0387
76, 4.099
52, 4.1267
16, 4.1834
2, 4.194
47, 4.1982
76, 4.2735
75, 4.2907
24, 4.2962
72, 4.307
11, 4.337
22, 4.3588
56, 4.3683
37, 4.3778
44, 4.3951
27, 4.3963
57, 4.4237
58, 4.4259
63, 4.4302
35, 4.4431
76, 4.475
61, 4.4818
24, 4.5065
60, 4.5166
33, 4.5203
35, 4.5207
51, 4.5225
32, 4.5299
19, 4.5311
75, 4.5323
79, 4.5339
61, 4.5341
44, 4.5351
7, 4.5389
35, 4.541
3, 4.5411
66, 4.5418
27, 4.5448
23, 4.5452
47, 4.5462
62, 4.5492
68, 4.5496
71, 4.5505
54, 4.5525
36, 4.5534
5, 4.554
10, 4.5551
66, 4.5556
21, 4.5557
12, 4.5569
6, 4.5577
9, 4.5579
28, 4.5589
74, 4.5601
57, 4.5614
37, 4.5618
16, 4.5621
25, 4.5626
62, 4.5626
30, 4.5628
18, 4.563
