0, 0.0
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.0
8, 0.0
9, 0.0
10, 0.0
11, 0.0
12, 0.0
13, 0.0
14, 0.0
15, 0.0
16, 0.0
17, 0.0
18, 0.0
19, 0.0
1, 0.0134
1, 0.0268
9, 0.0277
9, 0.0333
0, 0.0336
7, 0.0402
6, 0.048
13, 0.0494
10, 0.06
15, 0.06
13, 0.0713
17, 0.0713
6, 0.074
1, 0.0768
11, 0.0796
12, 0.0896
0, 0.0906
19, 0.1029
0, 0.1146
1, 0.1163
17, 0.1181
4, 0.1246
9, 0.1267
6, 0.1361
0, 0.1392
10, 0.1538
1, 0.1546
11, 0.1617
5, 0.1635
17, 0.1764
14, 0.1821
7, 0.1981
9, 0.2019
13, 0.2024
15, 0.2073
3, 0.2257
18, 0.2272
10, 0.2408
14, 0.2418
1, 0.2453
2, 0.257
8, 0.2937
6, 0.2966
15, 0.3057
6, 0.3099
8, 0.3108
0, 0.3247
7, 0.3247
6, 0.3309
12, 0.3491
19, 0.3514
5, 0.3685
13, 0.3791
5, 0.3856
16, 0.3876
17, 0.4132
15, 0.416
1, 0.4228
3, 0.4248
11, 0.4411
15, 0.4487
10, 0.4669
8, 0.4735
12, 0.4803
5, 0.4806
0, 0.5151
0, 0.5358
9, 0.5433
16, 0.5495
4, 0.5643
4, 0.5793
5, 0.5947
0, 0.6235
19, 0.6254
16, 0.6398
8, 0.6462
0, 0.6481
19, 0.6631
4, 0.6826
3, 0.6949
18, 0.7061
16, 0.7116
10, 0.7174
4, 0.7272
15, 0.7273
10, 0.7427
6, 0.7538
1, 0.775
19, 0.7812
1, 0.7817
8, 0.813
7, 0.8149
1, 0.8205
12, 0.8266
8, 0.846
6, 0.8506
5, 0.8798
12, 0.8812
15, 0.8995
2, 0.9042
16, 0.9162
4, 0.9168
15, 0.9476
6, 0.9508
18, 0.9602
0, 0.9629
19, 0.9668
11, 0.967
19, 0.9818
18, 0.9899
6, 0.9976
1, 1.02
5, 1.028
3, 1.0291
2, 1.0341
1, 1.0456
5, 1.0497
17, 1.0544
3, 1.0581
15, 1.0677
13, 1.0848
12, 1.0873
16, 1.097
0, 1.1052
5, 1.1135
1, 1.1215
3, 1.1216
0, 1.1389
4, 1.1578
12, 1.1796
16, 1.1869
5, 1.2038
13, 1.2082
10, 1.2104
13, 1.2193
8, 1.2352
14, 1.245
7, 1.2495
12, 1.2615
2, 1.2662
16, 1.2663
11, 1.2985
6, 1.3057
4, 1.3115
6, 1.3146
3, 1.338
9, 1.349
2, 1.363
16, 1.3673
4, 1.3688
12, 1.3772
6, 1.3997
16, 1.4198
17, 1.4269
12, 1.4402
3, 1.4548
13, 1.4772
10, 1.4824
7, 1.4997
15, 1.5113
1, 1.524
7, 1.5714
17, 1.5887
7, 1.5925
4, 1.6042
3, 1.6049
3, 1.6138
5, 1.6305
14, 1.6343
17, 1.6403
19, 1.641
18, 1.6511
14, 1.6574
16, 1.6592
5, 1.6795
18, 1.6833
1, 1.684
7, 1.6886
3, 1.6945
9, 1.6946
3, 1.7035
16, 1.711
13, 1.7135
13, 1.7456
3, 1.747
12, 1.7471
8, 1.7506
2, 1.7509
13, 1.7593
2, 1.783
9, 1.8217
8, 1.8335
12, 1.8411
11, 1.8432
2, 1.8658
4, 1.8693
17, 1.8729
9, 1.8972
0, 1.8998
2, 1.9053
12, 1.9126
14, 1.9219
4, 1.9336
14, 1.9475
13, 1.9608
11, 1.9738
6, 1.9773
8, 1.9828
8, 1.9946
11, 2.0006
3, 2.038
7, 2.045
0, 2.0494
11, 2.0521
6, 2.0542
0, 2.07
2, 2.0829
5, 2.0831
3, 2.1029
14, 2.109
14, 2.1156
0, 2.1506
9, 2.171
6, 2.1863
9, 2.1865
5, 2.1889
3, 2.1937
6, 2.1993
4, 2.2219
10, 2.2495
18, 2.2575
14, 2.271
3, 2.2934
2, 2.3137
11, 2.3244
13, 2.355
7, 2.3712
13, 2.3921
4, 2.4005
15, 2.4253
16, 2.4297
17, 2.4311
19, 2.4392
18, 2.4552
2, 2.4553
3, 2.4648
2, 2.4693
9, 2.4707
6, 2.4729
8, 2.4732
1, 2.4797
0, 2.4956
4, 2.5049
2, 2.5177
14, 2.5195
18, 2.5237
19, 2.5295
6, 2.5525
17, 2.5595
7, 2.5642
18, 2.577
6, 2.5973
19, 2.6261
0, 2.636
15, 2.6411
17, 2.6573
9, 2.6773
13, 2.6796
14, 2.6894
17, 2.7007
8, 2.7126
6, 2.7152
6, 2.7454
10, 2.756
7, 2.758
14, 2.776
19, 2.7831
14, 2.7865
13, 2.7883
5, 2.8018
17, 2.8037
11, 2.8102
8, 2.8106
13, 2.8312
9, 2.8329
7, 2.8473
17, 2.8713
12, 2.8774
12, 2.8972
5, 2.899
6, 2.9223
5, 2.9295
19, 2.9297
5, 2.9636
11, 2.9754
9, 2.9869
15, 2.9999
17, 3.0053
13, 3.0438
6, 3.0571
17, 3.0737
8, 3.0976
14, 3.1117
12, 3.1125
18, 3.1173
17, 3.1268
6, 3.1331
17, 3.1378
1, 3.142
16, 3.1906
0, 3.1951
12, 3.2133
18, 3.2248
1, 3.2328
8, 3.2485
4, 3.2644
1, 3.2668
2, 3.282
3, 3.2835
19, 3.2946
5, 3.2953
5, 3.3141
12, 3.3145
3, 3.3191
13, 3.3349
15, 3.3361
8, 3.3486
9, 3.3583
17, 3.3637
2, 3.3815
19, 3.4228
16, 3.423
15, 3.4355
13, 3.452
12, 3.4781
8, 3.4783
0, 3.4902
14, 3.4941
14, 3.5008
12, 3.5297
16, 3.5297
18, 3.5361
6, 3.5388
4, 3.5605
19, 3.5609
10, 3.5635
12, 3.5696
10, 3.5758
14, 3.5789
7, 3.5923
13, 3.6206
5, 3.6209
12, 3.6298
3, 3.6488
18, 3.6566
10, 3.6645
4, 3.6768
4, 3.7085
2, 3.7185
7, 3.7436
19, 3.7451
2, 3.7602
1, 3.7649
15, 3.7854
1, 3.7889
6, 3.8007
19, 3.8015
12, 3.8053
7, 3.8148
10, 3.822
12, 3.8234
2, 3.8611
4, 3.8653
17, 3.8852
14, 3.8884
10, 3.8892
8, 3.8934
1, 3.9089
15, 3.9171
7, 3.9279
6, 3.9319
6, 3.9376
1, 3.9404
2, 3.9507
14, 3.9513
7, 3.9618
9, 3.9774
7, 3.9869
0, 3.9878
18, 3.9968
16, 4.0015
19, 4.0108
10, 4.0128
16, 4.0309
15, 4.0336
3, 4.0458
2, 4.0467
11, 4.0646
1, 4.0651
14, 4.07
2, 4.0805
12, 4.1154
18, 4.1173
16, 4.1175
10, 4.1417
18, 4.1507
14, 4.1639
0, 4.1902
14, 4.193
0, 4.202
11, 4.2246
7, 4.239
17, 4.244
5, 4.2465
11, 4.2646
15, 4.2727
3, 4.2959
12, 4.3028
